project_id,investment,expected_return,impact_score,viability
825,309747,440870.857273332,6,1
826,141362,203762.4000897523,6,1
827,473570,779015.2347842985,9,1
828,325987,463246.7105969159,2,0
829,164065,259249.0706218651,1,0
830,383870,692352.2685258503,6,1
831,67640,117345.0534271745,8,1
832,102528,153969.55613067816,3,0
833,350557,658274.0275372312,1,0
834,309214,495461.701224125,9,1
835,364782,578513.3387507665,1,0
836,495952,560807.1418037517,3,0
837,160133,318348.19632118003,8,1
838,418501,506668.16570641164,3,0
839,249938,326923.35819130705,4,0
840,200159,229487.72852088415,8,0
841,222502,372913.94611443224,1,0
842,205576,267707.4522416021,6,0
843,450330,568320.6902763825,1,0
844,391003,461266.2491882361,1,0
845,411801,491269.5586673641,8,0
846,454191,738607.0530942478,4,0
847,61023,104922.15773889954,1,0
848,71447,104144.08292993446,7,1
849,438043,671041.3015806528,5,0
850,336103,577213.53257038,5,0
851,116203,129640.92538303096,1,0
852,431300,599859.6271549701,6,0
853,210775,416446.7100645745,9,1
854,59337,96250.607436096,9,1
855,96427,128132.40220919803,8,0
856,373673,586501.0885450244,5,0
857,414167,583307.8904931176,1,0
858,396809,626569.5415940575,9,1
859,155787,188995.7036098402,1,0
860,212993,259732.86303483645,8,0
861,345451,424624.2672579833,5,0
862,470571,915654.8453761253,3,0
863,177016,311478.9514361999,7,1
864,316979,395001.3855293511,7,0
865,70159,89067.84503111975,9,0
866,228677,401956.20264254266,7,1
867,433934,538315.7216434425,3,0
868,417760,547727.2933132022,1,0
869,481304,946730.8156214104,8,1
870,390896,519804.06936122064,3,0
871,367428,622962.8261089528,8,1
872,369187,731273.8541913857,8,1
873,216619,311252.71226094925,5,0
874,409151,456516.11665948335,1,0
875,132844,175318.55238398293,7,0
876,77532,143262.8133591946,5,0
877,215421,404592.51004524296,8,1
878,172402,308887.04793436755,9,1
879,168012,201916.6262304239,7,0
880,488661,887388.5043691825,7,1
881,448929,865000.8942538472,1,0
882,106178,174190.16800762684,4,0
883,99407,193524.33689274822,2,0
884,100990,186241.21297945626,2,0
885,179473,305153.3411620182,2,0
886,370285,599664.2318382286,4,0
887,467009,660218.235788505,1,0
888,368714,458443.7599767301,4,0
889,276156,454127.08992707613,2,0
890,218964,303549.8804037941,5,0
891,51015,95897.73176153055,3,0
892,111813,222955.4846791923,8,1
893,77712,138108.59965954325,4,0
894,150497,177802.20132605376,1,0
895,451631,614135.5277755879,1,0
896,292926,350983.5431951526,3,0
897,162816,274419.9340021704,9,1
898,178778,319775.16314519866,7,1
899,112292,217072.4902983312,2,0
900,335977,502068.94738741434,9,1
901,185230,354018.6304159408,2,0
902,243752,460716.1532187775,3,0
903,332453,460605.7008632264,2,0
904,319114,600575.9187968784,3,0
905,384618,553121.0791568212,6,1
906,358684,490386.4329887418,9,0
907,201456,339285.5860158749,9,1
908,330161,460753.90712178964,7,0
909,388024,646908.907425501,3,0
910,155570,256511.38058328873,4,0
911,320846,515630.0134756393,6,1
912,443600,639838.7627179022,5,0
913,50404,80326.32197310893,2,0
914,484159,792489.32997512,6,1
915,228998,364362.88548251777,3,0
916,472405,708596.8744192383,8,1
917,324907,361686.5865533574,2,0
918,199456,324785.2819741167,1,0
919,241172,301850.862328276,9,0
920,410286,688590.53159592,3,0
921,190932,340510.0180970718,1,0
922,285365,442430.11807608465,7,1
923,392786,623794.1690614583,5,0
924,100612,196830.3447606032,5,0
925,335718,625258.1990027501,1,0
926,335668,645426.7485527582,9,1
927,250244,458544.5179488219,7,1
928,323060,387034.4435653046,8,0
929,54809,67639.38517048337,9,0
930,213273,335683.4734034486,6,1
931,234402,309753.49814541155,5,0
932,194528,297438.3556319259,6,1
933,499613,726901.3382759717,2,0
934,433432,691095.5409722495,4,0
935,88765,157308.28064851667,3,0
936,478032,833659.9943722324,7,1
937,357250,560564.8044473472,9,1
938,366076,673636.243868186,5,0
939,460316,684847.0430755793,6,1
940,369235,704146.9707282057,2,0
941,71949,83759.58973517909,3,0
942,251152,492055.4982766327,3,0
943,349888,591039.1275882664,9,1
944,226615,326794.02635852434,7,1
945,420463,537115.7139690906,8,0
946,142193,217735.15084984642,9,1
947,86187,109897.25838033439,6,0
948,188311,235331.96424714694,4,0
949,436598,722838.8883246907,1,0
950,326633,513067.35955988994,8,1
951,239089,407189.2317371859,7,1
952,111877,216666.0650735059,2,0
953,486341,767949.06797397,8,1
954,362066,587574.7703169833,5,0
955,144074,170102.94266866823,7,0
956,213121,372082.03069576976,4,0
957,87131,127203.82651664765,5,0
958,486160,962136.2678253795,8,1
959,165765,305149.59662569314,1,0
960,386107,606277.9283995013,1,0
961,156884,189970.89658943148,4,0
962,175917,329575.9632958873,3,0
963,336429,612234.4987371675,2,0
964,349770,442853.10668235127,3,0
965,223880,305764.2130515787,1,0
966,497087,901748.8903578406,1,0
967,331342,419712.76754232065,6,0
968,462974,891677.3868294663,5,0
969,65254,96711.30134338707,8,1
970,94238,111043.93998070221,2,0
971,51252,94005.07452919327,4,0
972,351908,505395.7409848056,8,1
973,389853,613569.8613045906,6,1
974,480657,577304.5823444971,1,0
975,365826,403259.36983321246,4,0
976,371638,622191.3913195486,1,0
977,131317,205334.8320584432,2,0
978,377359,616674.3088151675,5,0
979,128587,233304.3264399915,8,1
980,56949,95785.10414716661,8,1
981,288897,363229.0709812507,3,0
982,367537,523628.2244207173,4,0
983,254625,487683.7703009251,6,1
984,188013,337097.951635577,3,0
985,75934,121568.31052163002,2,0
986,466602,620618.2205410219,6,0
987,306434,420382.84703731927,5,0
988,387889,682204.5345899517,5,0
989,406600,758738.7090164629,5,0
990,365557,623012.2891276425,5,0
991,409383,748588.3290630108,3,0
992,354462,634483.6202958657,7,1
993,300875,371500.46322314476,6,0
994,120390,178363.8444239692,4,0
995,233401,288877.0148874686,2,0
996,303490,398091.482868399,9,0
997,93088,175222.67594556548,1,0
998,297940,454538.08901667525,4,0
999,415340,656994.0706173977,1,0
1000,483027,608904.4973214676,6,0
